,beta,outbreak_size,system_size,transmissibility,kappa,size_fraction,legend_kappa
344,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
345,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
346,0.2275,175,500,0.3455497382198953,20,0.35,$\kappa = 20$
347,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
348,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
349,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
350,0.2275,188,500,0.3455497382198953,20,0.376,$\kappa = 20$
351,0.2275,227,500,0.3455497382198953,20,0.454,$\kappa = 20$
352,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
353,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
354,0.2275,206,500,0.3455497382198953,20,0.412,$\kappa = 20$
355,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
356,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
357,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
358,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
359,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
360,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
361,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
362,0.2275,5,500,0.3455497382198953,20,0.01,$\kappa = 20$
363,0.2275,185,500,0.3455497382198953,20,0.37,$\kappa = 20$
364,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
365,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
366,0.2275,186,500,0.3455497382198953,20,0.372,$\kappa = 20$
367,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
368,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
369,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
370,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
371,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
372,0.2275,183,500,0.3455497382198953,20,0.366,$\kappa = 20$
373,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
374,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
